TRADQJL128F92D9957	The Presets	If I Know You	Electronic	41|0.316226652895	0|0.250969611814	32|0.153809022407	37|0.0579370308983	11|0.0482732036291	30|0.0387285369594	14|0.0387085667146	21|0.0292724563858	23|0.0106413933192	8|0.010396584906	6|0.0102873091631	42|0.00982112511316	5|0.00189741294386	48|0.00180126249343	1|0.00167074857232	17|0.00157445185616	15|0.00125928433863	31|0.00110332205376	27|0.0010693924508	7|0.00100703957549	49|0.00084026813054	26|0.000832050032714	24|0.000798518878967	28|0.000794248443746	38|0.000783719435025	4|0.000733065996303	25|0.000596601304443	2|0.000593551433219	39|0.000593421841314	35|0.000574624768638	29|0.000559067227436	36|0.000548382557252	22|0.00051432812454	3|0.000482750572647	9|0.000480565198616	20|0.000460235429368	18|0.000457348530549	12|0.000436162923269	16|0.000427471869627	44|0.000385257088759	46|0.000341314231525	34|0.000311392558422	19|0.00024560514556	43|0.000198117691629	33|0.000176716181198	10|0.00012618357996	45|0.000113944277964	47|6.32714554101e-05	13|4.8204530836e-05	40|2.92020715187e-05
TRAWOCY128F145B051	Jay & The Americans	Some Enchanted Evening	Pop|Rock	49|0.265408738388	16|0.240436959836	17|0.171504125772	48|0.100263508245	41|0.0510649413545	32|0.0506420112124	7|0.0503986260649	0|0.00708280259575	5|0.00475870905265	1|0.00419023512067	15|0.00315828338868	31|0.00276713019281	23|0.00275211370594	27|0.00268203479529	8|0.0021381345425	26|0.00208678033727	24|0.0020026842498	28|0.00199197400414	38|0.00196556726476	6|0.00186407112979	4|0.00183852851013	37|0.00168707719461	21|0.00160582204826	25|0.00149627525071	2|0.00148862617787	39|0.00148830116155	35|0.00144115812914	29|0.00140213983721	11|0.00138669779701	30|0.00138517301903	36|0.00137534269909	14|0.00133508767258	22|0.00128993422871	3|0.001210737772	9|0.00120525685694	20|0.00115426982364	18|0.00114702948537	12|0.00109389601146	44|0.00096622424855	46|0.000856015623065	34|0.000780972108092	42|0.000694882173821	19|0.000615977367147	43|0.000496878898025	33|0.000443203939309	10|0.000316468244929	45|0.000285772092364	47|0.000158684723116	13|0.000120896897014	40|7.3238755191e-05
TRAPHZT128F147A02B	AFI	Affliction	Rock|Punk	5|0.260226720232	41|0.110242035521	27|0.0963989610027	26|0.0960618911305	17|0.0700076019054	15|0.0695600060829	1|0.0565900427904	11|0.055002506646	42|0.0546107578728	35|0.0414790272955	12|0.0277280678598	31|0.0151212383336	6|0.0146098704659	0|0.00401072068125	48|0.00255812392597	32|0.00156800107073	23|0.00155841691313	7|0.00143018135439	8|0.00121074395523	49|0.00119333523948	24|0.00113404362611	28|0.00112797882292	38|0.00111302569465	4|0.00104108849837	37|0.000955327400955	21|0.000909315713984	25|0.000847283545141	2|0.000842952167244	39|0.000842768122912	29|0.000793978254667	30|0.000784370593342	36|0.000778804058491	14|0.000756009173954	22|0.000730440502695	3|0.000685594573067	9|0.000682490940134	20|0.000653618929912	18|0.000649519002796	16|0.000607088651077	44|0.000547135900514	46|0.000484728963781	34|0.000442234686491	19|0.000348804464363	43|0.000281363548602	33|0.000250969468847	10|0.000179203884019	45|0.000161821824832	47|8.9857099954e-05	13|6.84592968107e-05	40|4.14723107333e-05
TRAOREE128F934DB89	Kool Keith	Don't Crush It	Rap	6|0.207945624459	24|0.0926465705035	49|0.0880537189132	14|0.0832918501455	26|0.0649845932882	9|0.064814706411	5|0.0608864956994	28|0.051127230156	39|0.0510301625131	41|0.046745462079	22|0.0371528412207	34|0.0278286928361	38|0.0234439568771	27|0.0189690035361	19|0.018570833717	1|0.0146466326448	31|0.0143723723924	8|0.00963812188768	17|0.00537402714189	11|0.00488027458061	43|0.00470878901339	0|0.00136499508164	48|0.000870623225772	15|0.00060866319987	32|0.000533648169408	23|0.000530386329696	7|0.000486743074313	4|0.00035432053059	37|0.000325132889397	21|0.000309473427818	25|0.000288361609742	2|0.000286887483271	35|0.000277739458576	29|0.00027021986787	30|0.000266950028981	36|0.000265055533379	3|0.000233332933059	20|0.000222450451054	18|0.000221055095757	12|0.000210815232429	16|0.000206614493678	44|0.000186210377771	46|0.000164971012462	42|0.000133917434061	33|8.54140983237e-05	10|6.0989642445e-05	45|5.50738913408e-05	47|3.05816608125e-05	13|2.32992050222e-05	40|1.41145456576e-05
TRAKKOH128F42AF40E	Jennifer Lopez	Por Arriesgarnos	Pop|Latin	33|0.714686541295	10|0.173008769473	45|0.0577563834514	24|0.0124879146038	0|0.00340987906656	5|0.00229098893596	48|0.00217489421929	1|0.00201730809644	17|0.00190103677448	41|0.00153671215181	15|0.00152049478547	32|0.00133310057029	31|0.00133218160345	23|0.0013249522047	27|0.00129121406118	7|0.00121592747272	8|0.00102936374682	49|0.00101456301146	26|0.00100464025255	28|0.00095899756714	38|0.000946284550417	6|0.000897421188591	4|0.000885124185691	37|0.000812210863113	21|0.000773092135909	25|0.000720352937445	2|0.000716670438465	39|0.00071651396561	35|0.000693817859489	29|0.000675033253386	11|0.000667598980168	30|0.000666864905143	36|0.000662132286701	14|0.000642752278522	22|0.000621014021532	3|0.000582886410857	9|0.00058024772973	20|0.000555701003321	18|0.000552215281737	12|0.000526635192785	16|0.000516141373925	44|0.000465170078396	46|0.000412112255604	34|0.000375983998841	42|0.000334537655992	19|0.000296550454613	43|0.000239212787606	47|7.63957075213e-05	13|5.82034855225e-05	40|3.52593898828e-05
TRAOCOE128F4276D18	The Clash	Life Is Wild	Punk	26|0.2135819496	43|0.142056678704	9|0.124585013584	21|0.089265245375	34|0.0889596877387	24|0.0628111438513	15|0.0543721858888	37|0.0538271918661	48|0.0460086796928	44|0.0358260820609	32|0.0187598404106	6|0.0184246038601	19|0.0179622596672	36|0.00937652074547	0|0.00262375532043	5|0.00176281747606	1|0.00155223183805	17|0.00146276605534	41|0.00118243392378	31|0.00102505646142	23|0.00101949374994	27|0.000993533699209	7|0.000935603906629	8|0.000792051141599	49|0.000780662612155	28|0.000737907392008	38|0.000728125272287	4|0.000681065001463	25|0.000554280610931	2|0.000551447086309	39|0.000551326687176	35|0.000533863009425	29|0.000519409062747	11|0.000513688709172	30|0.000513123870004	14|0.000494570240638	22|0.000477843586606	3|0.00044850602964	20|0.000427588027485	18|0.000424905914609	12|0.000405223136078	16|0.000397148593689	46|0.000317102660286	42|0.000257412341512	33|0.000164180587851	10|0.000117232582746	45|0.000105861491639	47|5.87832120011e-05	13|4.47850794197e-05	40|2.71305843974e-05
TRAPVXU128F149E7CD	Faces	Stay With Me	Rock	5|0.748682277235	41|0.0700878955688	32|0.0502635309365	28|0.0401191827647	1|0.0213707572653	43|0.0198547189073	48|0.0116797374981	34|0.010145951945	0|0.00290732866521	17|0.00162086062296	15|0.00129640318287	31|0.00113584373151	23|0.00112967980669	27|0.00110091401476	7|0.00103672321723	8|0.000877655385907	49|0.000865035993447	26|0.000856575657801	24|0.000822056134997	38|0.000806820460542	6|0.000765158615725	4|0.000754673953856	37|0.000692506648602	21|0.000659153267228	25|0.000614186809333	2|0.000611047039671	39|0.000610913627897	35|0.000591562490033	29|0.000575546372534	11|0.000569207767789	30|0.000568581881263	36|0.000564546759492	14|0.000548022990698	22|0.00052948853348	3|0.000496980197176	9|0.00049473040675	20|0.000473801394332	18|0.000470829400874	12|0.00044901932362	16|0.000440072091245	44|0.000396612981493	46|0.00035137485835	42|0.000285233258386	19|0.000252844637757	33|0.000181925092485	10|0.000129902985107	45|0.000117302915705	47|6.51364538273e-05	13|4.96254144418e-05	40|3.00628359314e-05
TRBAFBU128F427EFCE	Free	Woman	Rock	1|0.225350813936	38|0.112600003497	27|0.0990850207956	9|0.0982254767676	5|0.0863617329991	17|0.0580262975449	16|0.0563519867958	32|0.0434076785126	21|0.042730639553	30|0.0426022129626	15|0.0297022388004	44|0.0284263724064	48|0.0165613990263	20|0.01460382692	46|0.0144302310053	0|0.00412247536669	41|0.0018578541549	31|0.00161058082617	23|0.00160184062815	7|0.00147003191495	8|0.00124448011404	49|0.00122658632199	26|0.00121458990559	24|0.00116564260763	28|0.00115940881482	6|0.00108496420879	4|0.00107009737904	37|0.000981946635168	25|0.000870892246315	2|0.000866440178943	39|0.000866251006402	35|0.000838811869536	29|0.000816101657702	11|0.000807113770562	36|0.000800504647858	14|0.00077707460686	22|0.000750793490373	3|0.00070469797416	18|0.00066761719452	12|0.000636691380284	34|0.000454557109867	42|0.000404449313051	19|0.000358523548859	43|0.000289203460021	33|0.000257962479897	10|0.000184197219451	45|0.000166330826721	47|9.23608773889e-05	13|7.03668460489e-05	40|4.26278948312e-05
TRAFCVI128C7196BE6	Steel Pulse	We Can Do It	Reggae	29|0.411066822383	41|0.132482501773	24|0.123862786448	26|0.0828330566326	15|0.0749889333735	5|0.0344793997059	1|0.0260726614834	4|0.0252658786188	46|0.024928815076	0|0.0106415615279	28|0.00889508802807	39|0.00872229665308	35|0.00870612363619	11|0.00868744032656	48|0.0015498077405	17|0.00135465968043	32|0.000949954054947	31|0.000949299208424	23|0.000944147611603	27|0.000920106149955	7|0.000866457684421	8|0.000733514250241	49|0.000722967395122	38|0.000674312850688	6|0.000639493310633	37|0.000578773289941	21|0.000550897678483	25|0.000513316256232	2|0.000510692144505	30|0.000475201222521	36|0.000471828806231	14|0.000458018807371	22|0.000442528344135	3|0.000415358992344	9|0.000413478694719	20|0.000395986944428	18|0.000393503054295	12|0.000375274940252	16|0.000367797150504	44|0.000331475518098	34|0.000267922415049	42|0.000238388168099	19|0.000211318870561	43|0.000170460625887	33|0.000152046748595	10|0.000108568456657	45|9.80377510878e-05	47|5.44388126133e-05	13|4.14752182368e-05	40|2.51254865092e-05
TRAMESI128F93509F7	Britt Nicole	Set The World On Fire	Pop	5|0.448131326844	41|0.113068398363	16|0.0748328406767	46|0.074721084446	23|0.0633220017893	1|0.0516860578808	0|0.0284226130179	27|0.026146577048	38|0.0257760267385	2|0.0255293572666	31|0.013810860731	21|0.013210243014	29|0.0131049004784	48|0.00233644179761	17|0.00204224267061	15|0.00163343464629	32|0.00143212109592	7|0.00130624457269	8|0.00110582319898	49|0.00108992308925	26|0.00107926328407	24|0.00103576957373	28|0.00103023033479	6|0.000964080163757	4|0.000950869759634	37|0.000872540554947	25|0.000773859573101	39|0.000769735448729	35|0.00074535351304	11|0.000717187138332	30|0.000716398537417	36|0.000711314387833	14|0.000690494864407	22|0.000667141925313	3|0.000626182258202	9|0.000623347580165	20|0.000596977563146	18|0.000593232927876	12|0.000565752791838	44|0.000499722149483	34|0.0004039114741	42|0.000359386564828	19|0.000318577736386	43|0.000256981121439	33|0.000229220934523	10|0.000163674418062	45|0.000147798654891	47|8.20702554762e-05	13|6.25267450413e-05	40|3.78783995791e-05
TRAMLZC128F92F3EB9	Andrew W.K.	Long Live The Party	Rock	42|0.701167559447	0|0.168952575531	35|0.0283084103384	29|0.0282860121777	21|0.0146623723308	25|0.0145994878051	5|0.00273170159664	48|0.00259327398666	1|0.0024053733571	17|0.00226673516864	41|0.0018323261945	15|0.00181298912795	32|0.00158954628683	31|0.0015884505403	23|0.00157983043751	27|0.00153960215921	7|0.00144983285012	8|0.00122738025775	49|0.00120973233646	26|0.00119790075755	24|0.00114962602299	28|0.00114347788599	38|0.00112831929333	6|0.00107005619069	4|0.00105539363954	37|0.000968454136441	2|0.000854534803852	39|0.000854348230647	11|0.000796023573669	30|0.000795148286195	36|0.000789505264027	14|0.000766397164962	22|0.000740477165788	3|0.000695015027879	9|0.000691868749285	20|0.000662600021413	18|0.000658443758994	12|0.000627942882829	16|0.000615430390392	44|0.000554653855336	46|0.000491389412213	34|0.000448311239667	19|0.000353597233769	43|0.000285229641916	33|0.00025441793042	10|0.000181666246117	45|0.000164045347666	47|9.10917870168e-05	13|6.93999660304e-05	40|4.20421635947e-05
TRAOKXG128F4232497	Blue Rodeo	Up On That Cloud	Rock|Country	5|0.301220548854	48|0.133676125813	17|0.0960437538355	1|0.0776361422386	7|0.0763430002814	49|0.0760180699976	27|0.0578692539703	36|0.0568541407857	22|0.0381925586375	41|0.0210749362378	25|0.0197576241879	0|0.00550232630928	15|0.00245353524213	32|0.00215114794326	31|0.00214966505917	23|0.00213799939298	8|0.00166102524911	26|0.00162113036417	24|0.00155579971175	28|0.00154747938012	38|0.00152696511407	6|0.00144811710917	4|0.00142827414077	37|0.00131061809336	21|0.00124749444654	2|0.00115644998889	39|0.00115619749762	35|0.00111957409269	29|0.00108926245103	11|0.00107726619066	30|0.00107608165588	14|0.00103717249305	3|0.000940570375423	9|0.000936312487004	20|0.000896702842236	18|0.000891078133205	12|0.000849801010561	16|0.000832867736838	44|0.000750618280205	46|0.000665001914181	34|0.000606703818026	42|0.000539824231323	19|0.000478526462845	43|0.000386003957638	33|0.000344306178616	10|0.000245850639854	45|0.000222004112216	47|0.000123275372295	13|9.39196268932e-05	40|5.68960554947e-05
TRAURRO128F1489B2C	Pennywise	6TH Avenue Nightmare	Punk|Rock	48|0.200816288944	26|0.149278909464	17|0.126663021223	37|0.0998224195424	35|0.0750469773518	44|0.0745603964339	3|0.0502874139521	0|0.0317799899817	1|0.0288164866503	31|0.0273584822197	23|0.0273430974761	21|0.0261686947437	11|0.0259441968006	5|0.0048754092176	41|0.00327024739061	15|0.00323573552714	32|0.00283694552442	27|0.00274780765502	7|0.00258759172311	8|0.00219056906855	49|0.00215907191007	24|0.00205179706164	28|0.00204082416336	38|0.0020137698385	6|0.00190978466384	4|0.00188361564995	25|0.00153296914534	2|0.00152513249053	39|0.00152479950367	29|0.00143652520276	30|0.00141914229894	36|0.00140907090523	14|0.00136782868488	22|0.00132156792087	9|0.00123481396423	20|0.00118257655081	18|0.00117515865416	12|0.00112072216191	16|0.00109839046908	46|0.000877008115632	34|0.000800124271596	42|0.000711923111482	19|0.000631083283386	43|0.00050906410387	33|0.000454072847716	10|0.000324229151506	45|0.000292780222079	47|0.000162576226707	13|0.000123861711141	40|7.50348252422e-05
TRBFIAK128E07823AA	Funeral For A Friend	Your Revolution Is A Joke	Rock	15|0.304997240997	0|0.233699045375	7|0.153492723331	31|0.128606327837	1|0.0546809467596	18|0.0263447154113	16|0.026266017273	5|0.00499797706995	48|0.00474470708564	17|0.00414726499061	41|0.00335246145335	32|0.0029082663725	23|0.00289049005602	27|0.00281688757588	8|0.00224564000397	49|0.0022133510065	26|0.00219170370794	24|0.00210337926697	28|0.00209213050987	38|0.00206439603893	6|0.0019577966756	4|0.00193096977236	37|0.00177190348067	21|0.00168656282341	25|0.00157150800997	2|0.00156347434155	39|0.00156313298341	35|0.00151361959808	29|0.00147263946539	11|0.001456420999	30|0.00145481955515	36|0.00144449496646	14|0.00140221591614	22|0.00135479215592	3|0.00127161369927	9|0.00126585720366	20|0.00121230654097	12|0.00114889713191	44|0.00101480602938	46|0.000899056111282	34|0.000820239406388	42|0.000729820867939	19|0.000646948725494	43|0.000521861982188	33|0.000465488245125	10|0.000332380276672	45|0.000300140720742	47|0.000166663395201	13|0.000126975596201	40|7.69212017433e-05
TRBCBXZ128F14628C3	Lighthouse Family	Ocean Drive	Pop	5|0.332596333331	21|0.294300599782	35|0.110791328874	0|0.0647600814813	14|0.0618237678116	1|0.0510540230206	48|0.0267645576073	17|0.0264739560483	41|0.00163066937062	15|0.00161346044666	32|0.00141460862749	31|0.00141363347345	23|0.00140596205684	27|0.00137016110533	7|0.00129027136561	8|0.00109230081326	49|0.00107659513553	26|0.00106606568211	24|0.00102310382779	28|0.00101763232457	38|0.00100414201218	6|0.000952291060535	4|0.000939242197769	37|0.000861870829488	25|0.000764396552566	2|0.000760488899277	39|0.000760322859403	29|0.00071630594523	11|0.000708417127786	30|0.000707638170154	36|0.000702616191297	22|0.000658983884813	3|0.000618525086574	9|0.000615725071953	20|0.000589677516555	18|0.00058597867197	12|0.00055883457247	16|0.000547699143512	44|0.000493611375479	46|0.000437309506325	34|0.000398972305927	42|0.000354991862532	19|0.000314682058454	43|0.000253838668062	33|0.000226417942241	10|0.000161672951087	45|0.000145991322198	47|8.10666722166e-05	13|6.17621465368e-05	40|3.74152095049e-05
TRBFPRL128F14569B9	Leona Naess	Paper Thin	Rock	18|0.659624875955	41|0.091847953934	28|0.091097211922	37|0.0459809664079	0|0.0343814795871	48|0.0178014474611	20|0.015697300526	5|0.00297714769334	1|0.00262149853796	17|0.00247040357082	15|0.00197588799851	32|0.0017323685966	31|0.00173117439616	23|0.00172177976859	27|0.0016779369396	7|0.00158010176909	8|0.00133766159075	49|0.00131842798623	26|0.00130553332824	24|0.00125292106091	38|0.00122969990047	6|0.0011662018003	4|0.00115022180439	21|0.00100463578546	25|0.000936101022771	2|0.000931315603176	39|0.000931112266184	35|0.000901618601276	29|0.000877207943568	11|0.000867547080952	30|0.000866593148031	36|0.000860443094726	14|0.000835258710051	22|0.000807009773254	3|0.000757462817182	9|0.000754033842337	12|0.000684364173403	16|0.000670727421116	44|0.00060449005413	46|0.000535541238071	34|0.000488592449013	42|0.000434732789513	19|0.000385368295785	43|0.000310857808023	33|0.000277277633702	10|0.000197989138437	45|0.000178784984791	47|9.92764743899e-05	13|7.56356217824e-05	40|4.58196936749e-05
TRAXMWV128F14612AB	Carlos Ponce	Quiero	Latin	10|0.731557085222	45|0.159106217644	33|0.0796528601758	0|0.00235257094048	5|0.00158061734463	48|0.0015005203525	1|0.00139179727875	17|0.00131157844168	41|0.00106022069454	15|0.00104903187991	32|0.000919743369538	31|0.000919109348614	23|0.000914121584212	27|0.000890844695367	7|0.000838902372258	8|0.000710186839676	49|0.000699975398382	26|0.000693129409475	24|0.000665196679613	28|0.000661639244211	38|0.000652868178397	6|0.000619155978392	4|0.000610671932151	37|0.000560366991558	21|0.00053337788753	25|0.000496991639423	2|0.000494450980379	39|0.00049434302538	35|0.00047868434697	29|0.000465724321824	11|0.000460595208799	30|0.000460088749907	36|0.000456823584075	14|0.000443452774384	22|0.000428454942879	3|0.000402149637866	9|0.000400329137954	20|0.000383393664846	18|0.000380988768031	12|0.000363340349202	16|0.000356100370065	44|0.00032093384764	46|0.000284327771697	34|0.000259401876868	42|0.000230806885705	19|0.000204598452993	43|0.000165039592821	47|5.27075353654e-05	13|4.01562125818e-05	40|2.43264392661e-05
